Filename,ID,Cruise ID,Ship,Trip,Station,Latitude,Longitude,Datetime,SerialNumber,Sounder Depth,Sample Size,Comments
39093045.cnv,39093045,39093,39,093,045,48.22,-45.13,2011-07-14 16:33:00, XBT06, 0467,,  TOPERKES-01
39093046.cnv,39093046,39093,39,093,046,48.13,-45.88,2011-07-14 19:34:00, XBT05, 0874,,  TOPERKES-02
39093047.cnv,39093047,39093,39,093,047,48.01,-46.65,2011-07-14 22:35:00, XBT05, 0976,,  TOPERKES-03
39093048.cnv,39093048,39093,39,093,048,48.21,-47.09,2011-07-15 01:28:00, XBT05, 1455,,  PERKES-BB12-01
39093049.cnv,39093049,39093,39,093,049,48.59,-47.65,2011-07-15 04:34:00, XBT05, 2251,,  PERKES-BB12-02
39093050.cnv,39093050,39093,39,093,050,48.95,-48.21,2011-07-15 07:36:00, XBT05, 2208,,  PERKES-BB12-03
39093051.cnv,39093051,39093,39,093,051,49.32,-48.72,2011-07-15 10:30:00, XBT05, 1978,,  PERKES-BB12-04
39093052.cnv,39093052,39093,39,093,052,49.7,-49.27,2011-07-15 13:34:00, XBT05, 1509,,  PERKES-BB12-05
39093053.cnv,39093053,39093,39,093,053,49.85,-49.5,2011-07-15 15:11:00, S0344, 1320,,  BB-12
39093054.cnv,39093054,39093,39,093,054,49.68,-50.02,2011-07-15 23:31:00, S0344, 0616,,  BB-11
39093055.cnv,39093055,39093,39,093,055,49.52,-50.53,2011-07-16 00:54:00, S0344, 0329,,  BB-10
39093056.cnv,39093056,39093,39,093,056,49.37,-51.02,2011-07-16 04:38:00, S0344, 0334,,  BB-09
39093057.cnv,39093057,39093,39,093,057,49.28,-51.28,2011-07-16 06:22:00, S0344, 0315,,  BB-08
39093058.cnv,39093058,39093,39,093,058,49.19,-51.54,2011-07-16 08:46:00, S0344, 0307,,  BB-07
39093059.cnv,39093059,39093,39,093,059,49.1,-51.83,2011-07-16 10:31:00, S0344, 0284,,  BB-06
39093060.cnv,39093060,39093,39,093,060,49.02,-52.07,2011-07-16 13:08:00, S0344, 0286,,  BB-05
39093061.cnv,39093061,39093,39,093,061,48.92,-52.4,2011-07-16 15:22:00, S0344, 0344,,  BB-04
39093062.cnv,39093062,39093,39,093,062,48.83,-52.65,2011-07-16 17:58:00, S0344, 0248,,  BB-03
39093063.cnv,39093063,39093,39,093,063,48.8,-52.75,2011-07-16 19:35:00, S0344, 0170,,  BB-02
39093064.cnv,39093064,39093,39,093,064,48.73,-52.97,2011-07-16 20:56:00, S0344, 0102,,  BB-01
39093065.cnv,39093065,39093,39,093,065,49.23,-52.92,2011-07-17 00:37:00, XBT06, 0319,,  BB01TOSI01-01
39093066.cnv,39093066,39093,39,093,066,49.76,-52.87,2011-07-17 03:31:00, XBT06, 0444,,  BB01TOSI01-02
39093067.cnv,39093067,39093,39,093,067,50.26,-52.87,2011-07-17 06:24:00, XBT06, 0466,,  BB01TOSI01-03
39093068.cnv,39093068,39093,39,093,068,50.71,-53.29,2011-07-17 09:28:00, XBT06, 0359,,  BB01TOSI01-04
39093069.cnv,39093069,39093,39,093,069,51.13,-53.69,2011-07-17 12:26:00, XBT06, 0210,,  BB01TOSI01-05
39093070.cnv,39093070,39093,39,093,070,51.57,-54.07,2011-07-17 15:42:00, XBT06, 0334,,  BB01TOSI01-06
39093071.cnv,39093071,39093,39,093,071,51.99,-54.48,2011-07-17 18:51:00, XBT10, 0198,,  BB01TOSI01-07
39093072.cnv,39093072,39093,39,093,072,52.43,-54.87,2011-07-17 21:30:00, XBT06, 0220,,  BB01TOSI01-08
39093073.cnv,39093073,39093,39,093,073,52.85,-55.33,2011-07-18 00:33:00, XBT10, 0153,,  BB01TOSI01-09
39093074.cnv,39093074,39093,39,093,074,53.23,-55.65,2011-07-18 03:27:00, S0344, 0062,,  SI-01
39093075.cnv,39093075,39093,39,093,075,53.33,-55.5,2011-07-18 04:48:00, S0344, 0136,,  SI-02
39093076.cnv,39093076,39093,39,093,076,53.41,-55.36,2011-07-18 06:54:00, S0344, 0158,,  SI-03
39093077.cnv,39093077,39093,39,093,077,53.53,-55.15,2011-07-18 08:36:00, S0344, 0198,,  SI-04
39093078.cnv,39093078,39093,39,093,078,53.62,-55.0,2011-07-18 11:18:00, S0344, 0288,,  SI-05
39093079.cnv,39093079,39093,39,093,079,53.76,-54.78,2011-07-18 12:54:00, S0344, 0166,,  SI-06
39093080.cnv,39093080,39093,39,093,080,53.92,-54.5,2011-07-18 15:06:00, S0344, 0172,,  SI-07
39093081.cnv,39093081,39093,39,093,081,54.08,-54.22,2011-07-18 16:54:00, S0344, 0189,,  SI-08
39093082.cnv,39093082,39093,39,093,082,54.2,-54.0,2011-07-18 19:00:00, S0344, 0211,,  SI-09
39093083.cnv,39093083,39093,39,093,083,54.35,-53.73,2011-07-18 21:31:00, S0344, 0232,,  SI-10
39093084.cnv,39093084,39093,39,093,084,54.5,-53.5,2011-07-18 23:56:00, S0344, 0316,,  SI-11
39093085.cnv,39093085,39093,39,093,085,54.63,-53.25,2011-07-19 01:59:00, S0344, 0640,,  SI-12
39093086.cnv,39093086,39093,39,093,086,54.78,-53.0,2011-07-19 05:42:00, S0344, 1042,,  SI-13
39093087.cnv,39093087,39093,39,093,087,52.04,-53.7,2011-07-19 11:30:00, XBT05, 1263,,  SI13TOBI09-01
39093088.cnv,39093088,39093,39,093,088,55.28,-54.32,2011-07-19 14:25:00, XBT05, 1941,,  SI13TOBI09-02
39093089.cnv,39093089,39093,39,093,089,55.62,-54.94,2011-07-19 17:39:00, XBT05, 2308,,  SI13TOBI09-03
39093090.cnv,39093090,39093,39,093,090,55.96,-55.52,2011-07-19 20:23:00, XBT05, 2778,,  SI13TOBI09-04
39093091.cnv,39093091,39093,39,093,091,56.35,-56.13,2011-07-19 23:34:00, XBT05, 2599,,  SI13TOBI09-05
39093092.cnv,39093092,39093,39,093,092,56.73,-56.74,2011-07-20 02:29:00, XBT05, 2357,,  SI13TOBI09-06
39093093.cnv,39093093,39093,39,093,093,57.13,-57.36,2011-07-20 05:30:00, XBT05, 2280,,  SI13TOBI09-07
39093094.cnv,39093094,39093,39,093,094,57.52,-57.99,2011-07-20 08:29:00, XBT05, 2325,,  SI13TOBI09-08
39093095.cnv,39093095,39093,39,093,095,57.88,-58.58,2011-07-20 11:34:00, S0344, 2210,,  BI-09
39093096.cnv,39093096,39093,39,093,096,57.76,-59.0,2011-07-20 15:48:00, S0344, 1668,,  BI-08
39093097.cnv,39093097,39093,39,093,097,57.64,-59.38,2011-07-20 18:45:00, S0344, 0586,,  BI-07
39093098.cnv,39093098,39093,39,093,098,57.62,-59.48,2011-07-20 21:12:00, S0344, 0356,,  BI-06
39093099.cnv,39093099,39093,39,093,099,57.52,-59.82,2011-07-20 23:03:00, S0344, 0166,,  BI-05
39093100.cnv,39093100,39093,39,093,100,57.38,-60.25,2011-07-21 01:31:00, S0344, 0198,,  BI-04
39093101.cnv,39093101,39093,39,093,101,57.25,-60.68,2011-07-21 05:03:00, S0344, 0213,,  BI-03
39093102.cnv,39093102,39093,39,093,102,57.12,-61.1,2011-07-21 07:57:00, S0344, 0141,,  BI-02
39093103.cnv,39093103,39093,39,093,103,57.06,-61.3,2011-07-21 09:37:00, S0344, 0115,,  BI-01
39093104.cnv,39093104,39093,39,093,104,56.73,-60.43,2011-07-21 13:01:00, XBT06, 0367,,  BI01TOMB01-01
39093105.cnv,39093105,39093,39,093,105,56.27,-59.85,2011-07-21 15:57:00, XBT06, 0462,,  BI01TOMB01-02
39093106.cnv,39093106,39093,39,093,106,55.81,-59.26,2011-07-21 18:59:00, XBT06, 0465,,  BI01TOMB01-03
39093107.cnv,39093107,39093,39,093,107,55.39,-58.73,2011-07-21 21:58:00, XBT07, 0761,,  BI01TOMB01-04
39093108.cnv,39093108,39093,39,093,108,55.22,-58.51,2011-07-21 23:19:00, S0344, 0097,,  MB-01
39093109.cnv,39093109,39093,39,093,109,55.25,-58.44,2011-07-21 23:58:00, S0344, 0239,,  MB-02
39093110.cnv,39093110,39093,39,093,110,55.31,-58.29,2011-07-22 01:53:00, S0344, 0289,,  MB-03
39093111.cnv,39093111,39093,39,093,111,55.37,-58.15,2011-07-22 03:22:00, S0344, 0177,,  MB-04
39093112.cnv,39093112,39093,39,093,112,55.48,-57.91,2011-07-22 06:01:00, S0344, 0123,,  MB-05
39093113.cnv,39093113,39093,39,093,113,55.58,-57.67,2011-07-22 07:47:00, S0344, 0150,,  MB-06
39093114.cnv,39093114,39093,39,093,114,55.68,-57.44,2011-07-22 09:03:00, S0344, 0197,,  MB-07
39093115.cnv,39093115,39093,39,093,115,55.75,-57.28,2011-07-22 10:44:00, S0344, 0243,,  MB-08
39093116.cnv,39093116,39093,39,093,116,55.77,-57.22,2011-07-22 11:27:00, S0344, 0390,,  MB-09
39093117.cnv,39093117,39093,39,093,117,55.87,-56.98,2011-07-22 13:02:00, S0344, 1754,,  MB-10
39093118.cnv,39093118,39093,39,093,118,55.49,-56.06,2011-07-22 20:45:00, XBT05, 1337,,  MB11TOS2719-01
39093119.cnv,39093119,39093,39,093,119,54.15,-54.2,2011-07-23 07:39:00, XBT10, 0195,,  MB11TOS2719-02
39093120.cnv,39093120,39093,39,093,120,53.73,-53.75,2011-07-23 10:24:00, XBT10, 0195,,  MB11TOS2719-03
39093121.cnv,39093121,39093,39,093,121,53.22,-53.54,2011-07-23 13:28:00, XBT07, 0480,,  MB11TOS2719-04
39093122.cnv,39093122,39093,39,093,122,52.74,-53.34,2011-07-23 16:25:00, XBT06, 0217,,  MB11TOS2719-05
39093123.cnv,39093123,39093,39,093,123,52.3,-52.97,2011-07-23 19:26:00, XBT06, 0247,,  MB11TOS2719-06
39093124.cnv,39093124,39093,39,093,124,51.89,-52.5,2011-07-23 22:23:00, XBT06, 0311,,  MB11TOS2719-07
39093125.cnv,39093125,39093,39,093,125,51.5,-52.01,2011-07-24 01:24:00, XBT06, 0412,,  MB11TOS2719-08
39093126.cnv,39093126,39093,39,093,126,51.16,-51.66,2011-07-24 04:26:00, XBT06, 0218,,  MB11TOS2719-09
39093127.cnv,39093127,39093,39,093,127,50.82,-51.26,2011-07-24 07:31:00, XBT06, 0285,,  MB11TOS2719-10
39093128.cnv,39093128,39093,39,093,128,50.44,-50.84,2011-07-24 10:26:00, XBT06, 0295,,  MB11TOS2719-11
39093129.cnv,39093129,39093,39,093,129,49.96,-50.6,2011-07-24 13:27:00, XBT06, 0324,,  MB11TOS2719-12
39093130.cnv,39093130,39093,39,093,130,49.47,-50.45,2011-07-24 16:26:00, XBT06, 0323,,  MB11TOS2719-13
39093131.cnv,39093131,39093,39,093,131,49.0,-50.29,2011-07-24 19:28:00, XBT06, 0246,,  MB11TOS2719-14
39093132.cnv,39093132,39093,39,093,132,48.49,-50.14,2011-07-24 22:27:00, XBT10, 0186,,  MB11TOS2719-15
39093133.cnv,39093133,39093,39,093,133,48.09,-50.02,2011-07-25 00:58:00, S0344, 0165,,  S27-12
39093134.cnv,39093134,39093,39,093,134,47.92,-50.73,2011-07-25 04:33:00, XBT10, 0120,,  S2712TOS27-01
39093135.cnv,39093135,39093,39,093,135,47.81,-51.29,2011-07-25 07:26:00, XBT10, 0146,,  STN2712TOSTN27
39093136.cnv,39093136,39093,39,093,136,47.66,-51.97,2011-07-25 10:26:00, XBT10, 0176,,  STN2712TOSTN27
39093137.cnv,39093137,39093,39,093,137,47.55,-52.59,2011-07-25 13:05:00, S0344, 0176,,  S27-01
39101001.cnv,39101001,39101,39,101,001,47.55,-52.59,2012-04-11 23:17:00, S0344, 0175,,  STATION 27
39101002.cnv,39101002,39101,39,101,002,47.22,-52.72,2012-04-12 02:00:00, XBT10, 0176,,  S27-SWSPB1-01
39101003.cnv,39101003,39101,39,101,003,46.87,-52.88,2012-04-12 04:00:00, XBT10, 0092,,  S27-SWSPB1-02
39101004.cnv,39101004,39101,39,101,004,46.58,-53.06,2012-04-12 06:09:00, XBT10, 0052,,  S27-SWSPB1-03
39101005.cnv,39101005,39101,39,101,005,46.55,-53.5,2012-04-12 07:55:00, XBT10, 0052,,  S27-SWSPB1-04
39101006.cnv,39101006,39101,39,101,006,46.6,-54.05,2012-04-12 09:58:00, XBT10, 0069,,  S27-SWSPB1-05
39101007.cnv,39101007,39101,39,101,007,46.66,-54.62,2012-04-12 11:58:00, XBT10, 0149,,  S27-SWSPB1-06
39101008.cnv,39101008,39101,39,101,008,46.71,-55.08,2012-04-12 14:03:00, XBT10, 0156,,  S27-SWSPB1-07
39101009.cnv,39101009,39101,39,101,009,46.77,-55.62,2012-04-12 16:19:00, S0344, 0095,,  SWSPB-01
39101010.cnv,39101010,39101,39,101,010,46.5,-56.03,2012-04-12 19:25:00, S0344, 0144,,  SWSPB-02
39101011.cnv,39101011,39101,39,101,011,46.18,-56.51,2012-04-12 23:10:00, S0344, 0060,,  SWSPB-03
39101012.cnv,39101012,39101,39,101,012,45.94,-56.88,2012-04-13 02:09:00, S0344, 0075,,  SWSPB-04
39101013.cnv,39101013,39101,39,101,013,45.85,-57.02,2012-04-13 04:00:00, S0344, 0368,,  SWSPB-05
39101014.cnv,39101014,39101,39,101,014,45.62,-57.38,2012-04-13 07:18:00, S0344, 0442,,  SWSPB-06
39101015.cnv,39101015,39101,39,101,015,45.26,-56.76,2012-04-13 11:30:00, XBT06, 0400,,  SW-SESPB-01
39101016.cnv,39101016,39101,39,101,016,44.91,-56.18,2012-04-13 14:28:00, XBT06, 0340,,  SW-SESPB-02
39101017.cnv,39101017,39101,39,101,017,44.54,-55.57,2012-04-13 17:42:00, XBT05, 1960,,  SW-SESPB-03
39101018.cnv,39101018,39101,39,101,018,44.07,-54.78,2012-04-13 21:41:00, S0344, 3156,,  SESPB-09
39101019.cnv,39101019,39101,39,101,019,44.43,-54.89,2012-04-14 02:38:00, S0344, 2203,,  SESPB-08
39101020.cnv,39101020,39101,39,101,020,44.81,-55.01,2012-04-14 07:10:00, S0344, 1977,,  SESPB-07
39101021.cnv,39101021,39101,39,101,021,44.99,-55.07,2012-04-14 10:41:00, S0344, 0958,,  SESPB-06
39101022.cnv,39101022,39101,39,101,022,45.11,-55.11,2012-04-14 14:09:00, S0344, 0178,,  SESPB-05
39101023.cnv,39101023,39101,39,101,023,45.59,-55.26,2012-04-14 17:45:00, S0344, 0153,,  SESPB-04
39101024.cnv,39101024,39101,39,101,024,46.08,-55.4,2012-04-14 21:20:00, S0344, 0100,,  SESPB-03
39101025.cnv,39101025,39101,39,101,025,46.44,-55.51,2012-04-15 00:12:00, S0344, 0151,,  SESPB-02
39101026.cnv,39101026,39101,39,101,026,46.49,-54.7,2012-04-15 03:59:00, XBT10, 0139,,  SESPB-SEGB1-01
39101027.cnv,39101027,39101,39,101,027,46.53,-53.88,2012-04-15 06:58:00, XBT10, 0060,,  SESPB-SEGB1-02
39101028.cnv,39101028,39101,39,101,028,46.58,-52.93,2012-04-15 10:21:00, S0344, 0052,,  SEGB-01
39101029.cnv,39101029,39101,39,101,029,46.5,-52.85,2012-04-15 11:28:00, S0344, 0177,,  SEGB-02
39101030.cnv,39101030,39101,39,101,030,46.35,-52.73,2012-04-15 13:19:00, S0344, 0170,,  SEGB-03
39101031.cnv,39101031,39101,39,101,031,46.21,-52.61,2012-04-15 15:09:00, S0344, 0126,,  SEGB-04
39101032.cnv,39101032,39101,39,101,032,46.07,-52.5,2012-04-15 16:20:00, S0344, 0089,,  SEGB-05
39101033.cnv,39101033,39101,39,101,033,45.79,-52.27,2012-04-15 18:54:00, S0344, 0082,,  SEGB-06
39101034.cnv,39101034,39101,39,101,034,45.46,-52.0,2012-04-15 21:14:00, S0344, 0079,,  SEGB-07
39101035.cnv,39101035,39101,39,101,035,45.09,-51.7,2012-04-16 00:18:00, S0344, 0070,,  SEGB-08
39101036.cnv,39101036,39101,39,101,036,44.73,-51.4,2012-04-16 03:25:00, S0344, 0071,,  SEGB-09
39101037.cnv,39101037,39101,39,101,037,44.36,-51.1,2012-04-16 06:19:00, S0344, 0072,,  SEGB-10
39101038.cnv,39101038,39101,39,101,038,44.0,-50.81,2012-04-16 09:11:00, S0344, 0072,,  SEGB-11
39101039.cnv,39101039,39101,39,101,039,43.63,-50.52,2012-04-16 12:54:00, S0344, 0066,,  SEGB-12
39101040.cnv,39101040,39101,39,101,040,43.2,-50.17,2012-04-16 16:16:00, S0344, 0066,,  SEGB-13
39101041.cnv,39101041,39101,39,101,041,42.92,-49.94,2012-04-16 18:52:00, S0344, 0168,,  SEGB-14
39101042.cnv,39101042,39101,39,101,042,42.85,-49.89,2012-04-16 19:43:00, S0344, 0374,,  SEGB-15
39101043.cnv,39101043,39101,39,101,043,42.77,-49.83,2012-04-16 21:31:00, S0344, 1454,,  SEGB-16
39101044.cnv,39101044,39101,39,101,044,42.59,-49.68,2012-04-17 01:39:00, S0344, 2497,,  SEGB-17
39101045.cnv,39101045,39101,39,101,045,42.4,-49.52,2012-04-17 06:19:00, S0344, 2821,,  SEGB-18
39101046.cnv,39101046,39101,39,101,046,42.08,-49.27,2012-04-17 10:07:00, S0344, 3115,,  SEGB-19
39101047.cnv,39101047,39101,39,101,047,41.7,-48.95,2012-04-17 15:48:00, S0344, 3209,,  SEGB-20
39101048.cnv,39101048,39101,39,101,048,42.56,-49.47,2012-04-17 22:59:00, XBT05, 2474,,  SEGB20-S27-01
39101049.cnv,39101049,39101,39,101,049,43.45,-50.0,2012-04-18 03:55:00, XBT10, 0065,,  SEGB20-S27-02
39101050.cnv,39101050,39101,39,101,050,44.35,-50.55,2012-04-18 08:55:00, XBT10, 0065,,  SEGB20-S27-03
39101051.cnv,39101051,39101,39,101,051,45.15,-51.05,2012-04-18 13:25:00, XBT10, 0069,,  SEGB20-S27-04
39101052.cnv,39101052,39101,39,101,052,46.03,-51.61,2012-04-18 18:29:00, XBT10, 0089,,  SEGB20-S27-05
39101053.cnv,39101053,39101,39,101,053,46.93,-52.18,2012-04-18 23:29:00, XBT10, 0130,,  SEGB20-S27-06
39101054.cnv,39101054,39101,39,101,054,47.55,-52.59,2012-04-19 04:18:00, S0344, 0176,,  STN-27
39101055.cnv,39101055,39101,39,101,055,47.0,-52.83,2012-04-19 08:44:00, S0344, 0104,,  FC-01
39101056.cnv,39101056,39101,39,101,056,47.0,-52.7,2012-04-19 10:19:00, S0344, 0187,,  FC-02
39101057.cnv,39101057,39101,39,101,057,47.0,-52.58,2012-04-19 12:37:00, S0344, 0155,,  FC-03
39101058.cnv,39101058,39101,39,101,058,47.0,-52.32,2012-04-19 14:12:00, S0344, 0125,,  FC-04
39101059.cnv,39101059,39101,39,101,059,47.0,-52.03,2012-04-19 16:38:00, S0344, 0137,,  FC-05
39101060.cnv,39101060,39101,39,101,060,47.0,-51.48,2012-04-19 19:41:00, S0344, 0100,,  FC-06
39101061.cnv,39101061,39101,39,101,061,47.0,-51.0,2012-04-19 21:55:00, S0344, 0105,,  FC-07
39101062.cnv,39101062,39101,39,101,062,47.0,-50.67,2012-04-20 00:15:00, S0344, 0174,,  FC-08
39101063.cnv,39101063,39101,39,101,063,47.0,-50.0,2012-04-20 03:28:00, S0344, 0082,,  FC-09
39101064.cnv,39101064,39101,39,101,064,47.0,-49.12,2012-04-20 08:02:00, S0344, 0082,,  FC-10
39101065.cnv,39101065,39101,39,101,065,46.84,-48.78,2012-04-20 10:37:00, S0344, 0084,,  HIB-01
39101066.cnv,39101066,39101,39,101,066,46.7,-48.78,2012-04-20 13:35:00, S0344, 0078,,  HIB-02
39101067.cnv,39101067,39101,39,101,067,47.0,-48.62,2012-04-20 17:11:00, S0344, 0102,,  FC-11
39101068.cnv,39101068,39101,39,101,068,47.0,-48.12,2012-04-20 19:24:00, S0344, 0134,,  FC-12
39101069.cnv,39101069,39101,39,101,069,47.0,-47.82,2012-04-20 21:25:00, S0344, 0163,,  FC-13
39101070.cnv,39101070,39101,39,101,070,47.0,-47.5,2012-04-20 23:01:00, S0344, 0214,,  FC-14
39101071.cnv,39101071,39101,39,101,071,47.0,-47.25,2012-04-21 01:32:00, S0344, 0544,,  FC-15
39101072.cnv,39101072,39101,39,101,072,47.0,-47.17,2012-04-21 03:42:00, S0344, 0856,,  FC-16
39101073.cnv,39101073,39101,39,101,073,47.0,-47.02,2012-04-21 05:15:00, S0344, 1113,,  FC-17
39101074.cnv,39101074,39101,39,101,074,47.0,-46.83,2012-04-21 08:04:00, S0344, 1159,,  FC-18
39101075.cnv,39101075,39101,39,101,075,47.0,-46.67,2012-04-21 11:07:00, S0344, 0880,,  FC-19
39101076.cnv,39101076,39101,39,101,076,47.0,-46.48,2012-04-21 12:44:00, S0344, 0345,,  FC-20
39101077.cnv,39101077,39101,39,101,077,47.0,-46.02,2012-04-21 15:47:00, S0344, 0300,,  FC-21
39101078.cnv,39101078,39101,39,101,078,47.0,-45.73,2012-04-21 18:02:00, S0344, 0273,,  FC-22
39101079.cnv,39101079,39101,39,101,079,47.0,-45.5,2012-04-21 19:13:00, S0344, 0246,,  FC-23
39101080.cnv,39101080,39101,39,101,080,47.0,-45.21,2012-04-21 20:38:00, S0344, 0167,,  FC-24
39101081.cnv,39101081,39101,39,101,081,47.0,-44.99,2012-04-21 22:22:00, S0344, 0147,,  FC-25
39101082.cnv,39101082,39101,39,101,082,47.0,-44.77,2012-04-21 23:32:00, S0344, 0148,,  FC-26
39101083.cnv,39101083,39101,39,101,083,47.0,-44.58,2012-04-22 01:10:00, S0344, 0131,,  FC-27
39101084.cnv,39101084,39101,39,101,084,47.0,-44.43,2012-04-22 02:03:00, S0344, 0150,,  FC-28
39101085.cnv,39101085,39101,39,101,085,47.0,-44.23,2012-04-22 03:07:00, S0344, 0268,,  FC-29
39101086.cnv,39101086,39101,39,101,086,47.0,-44.08,2012-04-22 04:42:00, S0344, 0326,,  FC-30
39101087.cnv,39101087,39101,39,101,087,47.0,-43.83,2012-04-22 06:04:00, S0344, 0561,,  FC-31
39101088.cnv,39101088,39101,39,101,088,47.0,-43.4,2012-04-22 09:08:00, S0344, 1217,,  FC-33
39101089.cnv,39101089,39101,39,101,089,47.0,-43.0,2012-04-22 13:07:00, S0344, 3510,,  FC-35
39101090.cnv,39101090,39101,39,101,090,47.0,-42.5,2012-04-22 17:43:00, S0344, 3638,,  FC-37
39101091.cnv,39101091,39101,39,101,091,47.0,-42.0,2012-04-22 20:46:00, S0344, 4007,,  FC-38
39101092.cnv,39101092,39101,39,101,092,47.17,-43.04,2012-04-23 01:27:00, XBT05, 3419,,  FC38TOBBAY-01
39101093.cnv,39101093,39101,39,101,093,47.35,-44.16,2012-04-23 05:32:00, XBT06, 0311,,  FC38TOBBAY-02
39101094.cnv,39101094,39101,39,101,094,47.52,-45.23,2012-04-23 09:24:00, XBT06, 0240,,  FC38TOBBAY-03
39101095.cnv,39101095,39101,39,101,095,47.68,-46.31,2012-04-23 13:24:00, XBT05, 1107,,  FC38TOBBAY-04
39101096.cnv,39101096,39101,39,101,096,47.85,-47.4,2012-04-23 17:32:00, XBT06, 0350,,  FC38TOBBAY-05
39101097.cnv,39101097,39101,39,101,097,48.01,-48.49,2012-04-23 21:30:00, XBT06, 0304,,  FC38TOBBAY-06
39101098.cnv,39101098,39101,39,101,098,48.27,-49.5,2012-04-24 01:33:00, XBT06, 0214,,  FC38TOBBAY-07
39101099.cnv,39101099,39101,39,101,099,48.34,-50.55,2012-04-24 05:27:00, XBT10, 0164,,  FC38TOBBAY-08
39101100.cnv,39101100,39101,39,101,100,48.51,-51.68,2012-04-24 09:25:00, XBT10, 0194,,  FC38TOBBAY-09
39101101.cnv,39101101,39101,39,101,101,48.69,-52.88,2012-04-24 13:38:00, XBT10, 0114,,  FC38TOBBAY-10
39101102.cnv,39101102,39101,39,101,102,48.73,-52.97,2012-04-24 17:31:00, S0344, 0098,,  BB-01
39101103.cnv,39101103,39101,39,101,103,48.8,-52.75,2012-04-24 19:05:00, S0344, 0174,,  BB-02
39101104.cnv,39101104,39101,39,101,104,48.83,-52.65,2012-04-24 19:48:00, S0344, 0246,,  BB-03
39101105.cnv,39101105,39101,39,101,105,48.92,-52.4,2012-04-24 21:55:00, S0344, 0345,,  BB-04
39101106.cnv,39101106,39101,39,101,106,49.02,-52.07,2012-04-25 00:56:00, S0344, 0287,,  BB-05
39101107.cnv,39101107,39101,39,101,107,49.1,-51.47,2012-04-25 02:35:00, S0344, 0288,,  BB-06
39101108.cnv,39101108,39101,39,101,108,49.19,-51.54,2012-04-25 05:04:00, S0344, 0310,,  BB-07
39101109.cnv,39101109,39101,39,101,109,49.28,-51.28,2012-04-25 06:44:00, S0344, 0318,,  BB-08
39101110.cnv,39101110,39101,39,101,110,49.37,-51.02,2012-04-25 08:53:00, S0344, 0334,,  BB-09
39101111.cnv,39101111,39101,39,101,111,49.52,-50.53,2012-04-25 11:14:00, S0344, 0330,,  BB-10
39101112.cnv,39101112,39101,39,101,112,49.68,-50.02,2012-04-25 14:28:00, S0344, 0507,,  BB-11
39101113.cnv,39101113,39101,39,101,113,49.85,-49.5,2012-04-25 18:05:00, S0344, 1320,,  BB-12
39101114.cnv,39101114,39101,39,101,114,50.0,-49.0,2012-04-25 22:17:00, S0344, 1795,,  BB-13
39101115.cnv,39101115,39101,39,101,115,50.18,-48.44,2012-04-26 03:30:00, S0344, 2383,,  BB-14
39101116.cnv,39101116,39101,39,101,116,50.33,-47.95,2012-04-26 07:58:00, S0344, 2593,,  BB-15
39101117.cnv,39101117,39101,39,101,117,50.62,-48.97,2012-04-26 12:35:00, XBT05, 2153,,  BB15-FI18-01
39101118.cnv,39101118,39101,39,101,118,50.85,-49.83,2012-04-26 16:03:00, S0344, 1080,,  FI-18
39101119.cnv,39101119,39101,39,101,119,50.78,-50.11,2012-04-26 18:14:00, S0344, 1101,,  FI-17
39101120.cnv,39101120,39101,39,101,120,50.7,-50.38,2012-04-26 22:03:00, S0344, 0982,,  FI-16
39101121.cnv,39101121,39101,39,101,121,50.63,-50.65,2012-04-27 00:16:00, S0344, 0706,,  FI-15
39101122.cnv,39101122,39101,39,101,122,50.6,-50.77,2012-04-27 02:53:00, S0344, 0410,,  FI-14
39101123.cnv,39101123,39101,39,101,123,50.56,-50.89,2012-04-27 04:07:00, S0344, 0308,,  FI-13
39101124.cnv,39101124,39101,39,101,124,50.53,-51.02,2012-04-27 05:55:00, S0344, 0287,,  FI-12
39101125.cnv,39101125,39101,39,101,125,50.43,-51.35,2012-04-27 07:49:00, S0344, 0276,,  FI-11
39101126.cnv,39101126,39101,39,101,126,50.3,-51.81,2012-04-27 10:35:00, S0344, 0293,,  FI-10
39101127.cnv,39101127,39101,39,101,127,50.25,-51.99,2012-04-27 11:41:00, S0344, 0252,,  FI-09
39101128.cnv,39101128,39101,39,101,128,50.2,-52.14,2012-04-27 13:18:00, S0344, 0257,,  FI-08
39101129.cnv,39101129,39101,39,101,129,50.11,-52.45,2012-04-27 14:55:00, S0344, 0341,,  FI-07
39101130.cnv,39101130,39101,39,101,130,50.05,-52.65,2012-04-27 16:50:00, S0344, 0414,,  FI-06
39101131.cnv,39101131,39101,39,101,131,50.01,-52.8,2012-04-27 17:55:00, S0344, 0484,,  FI-05
39101132.cnv,39101132,39101,39,101,132,49.92,-53.08,2012-04-27 20:27:00, S0344, 0269,,  FI-04
39101133.cnv,39101133,39101,39,101,133,49.84,-53.33,2012-04-27 21:47:00, S0344, 0162,,  FI-03
39101134.cnv,39101134,39101,39,101,134,49.76,-53.6,2012-04-27 23:46:00, S0344, 0189,,  FI-02
39101135.cnv,39101135,39101,39,101,135,49.66,-53.91,2012-04-28 01:24:00, S0344, 0073,,  FI-01
39101136.cnv,39101136,39101,39,101,136,49.48,-53.55,2012-04-28 04:27:00, XBT10, 0076,,  FI1-TO-SS-01
